,0,1
422,"  Villa Estate, Ikota, Lekki, Lagos","750,000"
423,"  Mowokekere Area, Off Elepe Ijede Road, Ikorodu, Lagos","90,000"
424,"  Jericho/onireke Gra, Ibadan, Oyo","8,500,000"
425,"  Gra, Agodi, Ibadan, Oyo","2,700,000"
426,"  Thomas Estate, Ajah, Lagos","3,000,000"
427,"  Aerodrome Gra, Samonda, Ibadan, Oyo","25,000,000"
428,"  Oke Ibadan Wofun Area, Ibadan, Oyo","12,000,000"
429,"  Iyaganku Gra, Iyaganku, Ibadan, Oyo","6,000,000"
430,"  Kolapo Ishola Gra, Akobo, Ibadan, Oyo","3,500,000"
431,"  Lekki Phase 1, Lekki, Lagos",₦
432,"  New Bodija Estate, New Bodija, Ibadan, Oyo",₦
433,"  2, Suberu Ogunsanya Street, Off Ayangburen Road, Ikorodu, Lagos",₦
434,"  Zone B, Nicon Town, Lekki, Lagos",₦
435,"  Furore Ezimora Street, Lekki Phase 1, Lekki, Lagos",₦
436,"  Ikota Gra, Ikota, Lekki, Lagos",₦
437,"  Victoria Island (VI), Lagos",₦
438,"  Victoria Island (VI), Lagos",₦
439,"  1b, Muiz Banire Street, Lekki Phase 1, Lekki, Lagos",₦
440,"  Osapa London, Osapa, Lekki, Lagos",₦
441,"  Lekki Phase 1, Lekki, Lagos",₦
442,"  Ilasan, Lekki, Lagos",₦
443,"  Ikate Elegushi, Lekki, Lagos",₦
444,"  Ologolo, Lekki, Lagos",₦
445,"  Chevron Drive Road Bera Estates, Lekki Expressway, Lekki, Lagos",₦
446,"  Ologolo, Lekki, Lagos",₦
447,"  Eko Pearl Towers, At The Serene Eko Atlantic City, Victoria Island Extension, Victoria Island (VI), Lagos",₦
448,"  Banana Island, Ikoyi, Lagos",₦
449,"  Cromwell Estate, Chevron Drive, Lekki, Lagos",₦
450,"  Gerrad Road, Old Ikoyi, Ikoyi, Lagos",₦
451,"  Idado, Lekki, Lagos","3,000,000"
452,"  Close To Shopping, GRA, Apapa, Lagos","300,000"
453,"  Falomo, Ikoyi, Lagos","5,000,000"
454,"  Falomo, Ikoyi, Lagos","3,000,000"
455,"  Off 1st Avenue, Old Ikoyi, Ikoyi, Lagos","700,000"
456,"  Parkview, Ikoyi, Lagos","120,000"
457,"  Kajola Phase 2 Before Bogije, Ibeju Lekki, Lagos","850,000"
458,"  Lekki Phase 1, Lekki, Lagos","2,500,000"
459,"  Silver Garden, Lekki Phase 2, Lekki, Lagos","25,000"
460,"  Lekki Phase 2, Lekki, Lagos","2,500,000"
461,"  Lekki Ajah, Lekki Phase 2, Lekki, Lagos","40,000"
462,"  Lekki Phase 1, Lekki, Lagos","3,500,000"
463,"  Bailey, Abule Ijesha, Yaba, Lagos","1,300,000"
464,"  Dideolu Estate, Victoria Island, Oniru, Victoria Island (VI), Lagos","170,000"
465,"  Federal Housing (malaysia) Estate Opp Asaba International Airport, Oshimili North, Delta","2,000,000"
466,"  Off Herbert Macaulay Way, Adekunle, Yaba, Lagos","3,000,000"
467,"  Silverland Estate, Sangotedo, Ajah, Lagos","8,000,000"
468,"  Thomas Estate, Ajah, Lagos","8,000,000"
469,"  Bornoway, Alagomeji, Yaba, Lagos","10,000,000"
470,"  Ogba, Ikeja, Lagos","700,000"
471,"  Admiralty Estate, Lekki Expressway, Lekki, Lagos","8,500,000"
472,"  Off Adebanjo Street, New Bodija, Ibadan, Oyo",₦
473,"  Lekki Phase 1, Lekki, Lagos",₦
474,"  Mende, Maryland, Lagos",₦
475,"  Kongi Layout Adenuga Street, New Bodija, Ibadan, Oyo",₦
476,"  Plot 466 Ajose Adeogun Street, Utako, Abuja",₦
477,"  Ajah, Lagos",₦
478,"  Old Ikoyi, Ikoyi, Lagos",₦
479,"  Old Ikoyi, Old Ikoyi, Ikoyi, Lagos",₦
480,"  Ikoyi, Lagos",₦
481,"  Olokonla, Ajah, Lagos",₦
482,"  Ikoyi, Lagos",₦
483,"  Lekki Phase 1, Lekki, Lagos",₦
484,"  Off Monastery Road, Sangotedo, Ajah, Lagos",₦
485,"  Badore, Ajah, Lagos",₦
486,"  Oniru, Victoria Island (VI), Lagos",₦
487,"  Off Emmanuel Bus Stop, Aguda, Surulere, Lagos",₦
488,"  Hfp Close, Dolphin Estate, Old Ikoyi, Ikoyi, Lagos",₦
489,"  Minimah Estate, By Local Airport, Ikeja, Lagos",₦
490,"  Lbs, Sangotedo, Ajah, Lagos",₦
491,"  Chevron, Lekki, Lagos",₦
492,"  Grammes Sch, Akiode, Ojodu, Lagos","3,000,000"
493,"  Ocean Breeze Estate, Ologolo, Lekki, Lagos","1,300,000"
494,"  Ologolo, Lekki, Lagos","120,000,000"
495,"  Off Ajayi Road, Ogba, Ikeja, Lagos","252,000"
496,"  Chevron Drive, Lekki, Lagos","45,000"
497,"  Oniru, Victoria Island (VI), Lagos","3,000,000"
498,"  Oniru, Victoria Island (VI), Lagos","10,000,000"
499,"  Ocean Parade Towers, Banana Island, Ikoyi, Lagos","4,000,000"
500,"  Bourdillon Road, Old Ikoyi, Ikoyi, Lagos","2,500,000"
501,"  Sangotedo, Ajah, Lagos","28,000,000"
502,"  Ikate Elegushi, Lekki, Lagos","5,000,000"
503,"  Blenco, Sangotedo, Ajah, Lagos","1,200,000"
504,"  Lekki Phase 1, Lekki, Lagos","250,000"
505,"  Blenco, Sangotedo, Ajah, Lagos","1,500,000"
506,"  Oniru, Victoria Island (VI), Lagos","12,000,000"
507,"  Idowu Taylor Street, Engineering Close, Victoria Island (VI), Lagos",₦
508,"  Off Adeola Odeku, Victoria Island (VI), Lagos",₦
509,"  Chevron, Lekki Phase 2, Lekki, Lagos",₦
510,"  Banana Island, Ikoyi, Lagos",₦
511,"  Lekki Phase 1, Lekki, Lagos",₦
512,"  Ogombo, Ajah, Lagos","3,000,000"
513,"  Banana Island, Ikoyi, Lagos","15,000,000"
514,"  Oniru, Victoria Island (VI), Lagos","9,000,000"
515,"  Good News Estate, Olokonla, Ajah, Lagos","8,000,000"
516,"  Osapa, Lekki, Lagos","15,000,000"
517,"  6th Avenue After Charlie Boy, Gwarinpa, Abuja","10,000,000"
518,"  Banana Island, Ikoyi, Lagos","11,000,000"
519,"  Old Ikoyi, Ikoyi, Lagos","15,000,000"
520,"  Banana Island, Ikoyi, Lagos","16,000,000"
521,"  Banana Island, Ikoyi, Lagos","18,000,000"
522,"  Eko Atlantic City, Lagos","10,000,000"
523,"  Eko Atlantic City, Lagos",600
524,"  Banana Island, Ikoyi, Lagos","250,000"
525,"  Lekki Phase 1, Lekki, Lagos","350,000"
526,"  Old Ikoyi, Ikoyi, Lagos","250,000"
527,"  Old Ikoyi, Ikoyi, Lagos","100,000"
528,"  Old Ikoyi, Ikoyi, Lagos","5,000,000"
529,"  Banana Island, Ikoyi, Lagos","3,500,000"
530,"  Banana Island, Ikoyi, Lagos","1,200,000"
531,"  Old Ikoyi, Ikoyi, Lagos","3,000,000"
532,"  Old Ikoyi, Ikoyi, Lagos","450,000"
533,"  Old Ikoyi, Ikoyi, Lagos",₦
534,"  Old Ikoyi, Ikoyi, Lagos",₦
535,"  Old Ikoyi, Ikoyi, Lagos",₦
536,"  Old Ikoyi, Ikoyi, Lagos",₦
537,"  Kajola, Agbowo, Ibadan, Oyo",₦
538,"  Before Enugu East Lga After Nike Lake Hotel, Abakpa Nike, Enugu, Enugu",₦
539,"  Alafia Estate, Ajibode, Ibadan, Oyo",₦
540,"  On Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
541,"  Richmond Estate, Ikate Elegushi, Lekki, Lagos",₦
542,"  Chevron Drive, Lekki Expressway, Lekki, Lagos",₦
543,"  Atunrase Estate, Medina, Gbagada, Lagos",₦
544,"  Chevron Drive, Lekki Expressway, Lekki, Lagos",₦
545,"  Very Close To The Ologunfe Bus Stop, Awoyaya, Sangotedo, Ajah, Lagos",₦
546,"  Lekki Phase 1, Lekki, Lagos",₦
547,"  Off Ozumba Mbadiwe Way, Victoria Island (VI), Lagos",₦
548,"  Off Ozumba Mbadiwe Way, Victoria Island (VI), Lagos",₦
549,"  Lekki Phase 1, Lekki, Lagos",₦
550,"  Oba Yusufu Oniru Road, Victoria Island Extension, Victoria Island (VI), Lagos",₦
551,"  Off Bourdillon Road, Old Ikoyi, Ikoyi, Lagos",₦
552,"  Off Bishop Oluwole Street, Victoria Island (VI), Lagos",₦
553,"  Olaniyi, New Oko-Oba, Agege, Lagos","3,000,000"
554,"  Eleganza Orchid Road Cooplag Garden Estate, Lafiaji, Lekki, Lagos","12,000,000"
555,"  Ilupeju, Lagos","920,000"
556,"  Off Adeola Odeku Way, Victoria Island (VI), Lagos","550,000"
557,"  Olu-odo, Ebute, Ikorodu, Lagos","1,200,000"
558,"  Arowojobe Estate, Mende, Maryland, Lagos","1,200,000"
559,"  Marwa, Lekki Phase 1, Lekki, Lagos","3,500,000"
560,"  Lowa Transformer Haruna Estate, Agric, Ikorodu, Lagos","1,800,000"
561,"  Estate By Lekki Garden Ph2, Ajiwe, Ajah, Lagos","14,000,000"
562,"  Osapa, Lekki, Lagos","14,000,000"
563,"  Langbasa Road , Salvation Estate Owode Bus/stop, Ado, Ajah, Lagos","14,000,000"
564,"  Parkview, Ikoyi, Lagos","1,000"
565,"  Banana Island, Ikoyi, Lagos","1,500,000"
566,"  Mojisola Onikoyi Estate, Ikoyi, Lagos","4,000,000"
567,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","350,000"
568,"  Old Ikoyi Lagos., Old Ikoyi, Ikoyi, Lagos","450,000"
569,"  Dawaki, Gwarinpa, Abuja","4,000,000"
570,"  Abule Egba, Agege, Lagos","2,000,000"
571,"  Thomas Estate, Ajah, Lagos","3,000,000"
572,"  Atunrase Estate, Gbagada, Lagos","8,000,000"
573,"  Chevron Alternative Route, Lekki Expressway, Lekki, Lagos","1,800,000"
574,"  Orchid Hotel Road By Chevron Tollgate, Lekki, Lagos",₦
575,"  Temple Road, Ikoyi, Lagos",₦
576,"  Banana Island, Ikoyi, Lagos",₦
577,"  Old Ikoyi, Ikoyi, Lagos",₦
578,"  Along Apapa-isolo Way, Close To Laspotech, Isolo, Lagos",₦
579,"  Magbogunje Street, Inside A Mini Estate Close To Oniru Palace, Oniru, Victoria Island (VI), Lagos",₦
580,"  Chevron Drive, Lekki Phase 2, Lekki, Lagos",₦
581,"  Off Lawanson Road By Ramoni B/stop, Surulere, Lagos",₦
582,"  Admiral Oduwaiye Street, Omole Phase 2, Ikeja, Lagos",₦
583,"  In A Serene And Secured Estate At Peace Estate, Oregun, Ikeja, Lagos",₦
584,"  Adeniyi Jones, Ikeja, Lagos",₦
585,"  Off Oduduwa, Ikeja GRA, Ikeja, Lagos",₦
586,"  Off Joel Ogunaike Street, Ikeja GRA, Ikeja, Lagos",₦
587,"  In A Serene And Secured Estate At Awuse Estate, Opebi, Ikeja, Lagos",₦
588,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
589,"  Sowemimo Close To Harbert Marcualay, Ikeja GRA, Ikeja, Lagos",₦
590,"  Banana Island, Ikoyi, Lagos",₦
591,"  4th Avenue Before 41 Road, Gwarinpa, Abuja",₦
592,"  Maruwa, Lekki Phase 1, Lekki, Lagos",₦
593,"  Poopola, Soluyi, Gbagada, Lagos",₦
594,"  Olatunde Close, Ogunlana, Surulere, Lagos","3,000,000"
595,"  Ibeshe, Ikorodu, Lagos","1,300,000"
596,"  Atunrase Estates, Medina, Gbagada, Lagos","2,800,000"
597,"  Off Jorse Marti Crescent, Asokoro District, Abuja","2,500,000"
598,"  Off Frickfield Street, Costain, Yaba, Lagos","2,300,000"
599,"  Beside Games Village Estate, Kaura, Abuja","5,000,000"
600,"  Off Frickfield Street, Costain, Yaba, Lagos","900,000"
601,"  Behind Lbs, Sangotedo, Ajah, Lagos","3,500,000"
602,"  Phase 3 By Extension 3, Kubwa, Abuja","1,700,000"
603,"  Fo1, Kubwa, Abuja","1,000,000"
604,"  Fo1, Kubwa, Abuja","1,200,000"
605,"  On Major Road Toyin Road, Ikeja, Lagos","2,000,000"
606,"  Katampe Extension, Katampe, Abuja","1,500,000"
607,"  Gra, Omole Phase 2, Ikeja, Lagos","1,500,000"
608,"  Richmond Gate Haven Homes, Ikate Elegushi, Lekki, Lagos","5,000,000"
609,"  Lekki Phase 1, Lekki, Lagos","19,000,000"
610,"  Ekololu Street Off Ogunlana Drive, Ogunlana, Surulere, Lagos","2,000,000"
611,"  Off Adeniran Ogunsanya, Adeniran Ogunsanya, Surulere, Lagos","2,500,000"
612,"  Off Adeniran Ogunsanya, Adeniran Ogunsanya, Surulere, Lagos","3,000,000"
613,"  Adelabu, Surulere, Lagos","3,500,000"
614,"  Osapa, Lekki, Lagos","15,000,000"
615,"  Badore Road, Ado, Ajah, Lagos",₦
616,"  Chevron Toll, Lekki Expressway, Lekki, Lagos",₦
617,"  Orchid Hotel Road, Ikota, Lekki, Lagos",₦
618,"  Bakare Estate, Agungi, Lekki, Lagos",₦
619,"  Dawaki, Gwarinpa, Abuja",₦
620,"  Abdulrahman Useni Street. Maiyegun. Ocean Breeze Estate, Ologolo, Lekki, Lagos",₦
621,"  Lekki Phase 1, Lekki, Lagos",₦
622,"  Close To Oniru Palace, Oniru, Victoria Island (VI), Lagos",₦
623,"  Lekki Phase 1, Lekki, Lagos",₦
624,"  Victoria Island (VI), Lagos",₦
625,"  Ladipo Labinjo Crescent, Bode Thomas, Surulere, Lagos",₦
626,"  Wuye, Abuja",₦
627,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",₦
628,"  Admiralty Road, Lekki Phase 1, Lekki, Lagos",₦
629,"  Off Oyin Jolayemi Street., Victoria Island (VI), Lagos",₦
630,"  Lekki Phase 1, Lekki, Lagos",₦
631,"  Off Fola Osibo, Lekki Phase 1, Lekki, Lagos",₦
632,"  Daddy Savage Street, Fagba, Agege, Lagos",₦
633,"  Northern Foreshore Chevron, Lekki, Lagos",₦
634,"  Palace Road, Oniru, Victoria Island (VI), Lagos",₦
635,"  Royal Garden Estate, Ajah, Lagos","3,000,000"
636,"  Orchid Hotel Road, Lafiaji, Lekki, Lagos","1,500,000"
637,"  Apo, Abuja","2,000,000"
638,"  Bourdillon Court Chevron, Lekki, Lagos","750,000"
639,"  Cromwell Estate Chevron, Lekki, Lagos","3,500,000"
640,"  Sangotedo, Ajah, Lagos","5,500,000"
641,"  Destiny Home Estate, Sangotedo, Ajah, Lagos","9,000,000"
642,"  Conservation Center Chevron, Lekki, Lagos","17,500,000"
643,"  Kemfat Street, Thomas Estate, Ajah, Lagos","21,000,000"
644,"  Orelope Street Off Soretire, Dopemu, Agege, Lagos","1,300,000"
645,"  By Alhamdulai Area, Arepo, Via Ogba-ayo Bus Stop, Ijoko, Ogun","4,000,000"
646,"  Mobile Road, Ilaje, Ajah, Lagos","8,000,000"
647,"  Osapa, Lekki, Lagos","1,000,000"
648,"  Lekki, Lagos","300,000"
649,"  Lekki Phase 1 Right, By Petrocan Filling Station, 2nd Roundabout, Lekki Phase 1, Lekki, Lagos","300,000"
650,"  Thomas Estate, Ado, Ajah, Lagos","400,000"
651,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","300,000"
652,"  Close To Oniru Palace, Oniru, Victoria Island (VI), Lagos","400,000"
653,"  Abraham Adesanya Along Scheme2 Forte Oil, Lekki Phase 2, Lekki, Lagos","5,000,000"
654,"  Lekki County Homes, Lekki Phase 2, Lekki, Lagos","1,500,000"
655,"  Foreshore Estate, Osborne, Ikoyi, Lagos","17,000,000"
656,"  Richmond Gate Estate, Ikate Elegushi, Lekki, Lagos",₦
657,"  Old Ikoyi, Ikoyi, Lagos",₦
658,"  Banana Island, Ikoyi, Lagos",₦
659,"  Banana Island, Ikoyi, Lagos",₦
660,"  Oniru, Victoria Island (VI), Lagos",₦
661,"  Bera Estate,chevron Drive Lekki, Lekki, Lagos",₦
662,"  Elf, Lekki Phase 1, Lekki, Lagos",₦
663,"  Water Sifery, Ifako, Gbagada, Lagos",₦
664,"  Arepo Estate Community, Berger, Arepo, Ogun",₦
665,"  Arepo, Berger, Arepo, Ogun",₦
666,"  Via Arepo, Berger, Arepo, Ogun",₦
667,"  Arepo, Berger, Arepo, Ogun",₦
668,"  Arepo, Berger, Arepo, Ogun",₦
669,"  Dicy Avenue, Katampe Extension, Katampe, Abuja",₦
670,"  Off Palace Way, Oniru, Victoria Island (VI), Lagos",₦
671,"  Banana Island, Ikoyi, Lagos",₦
672,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
673,"  By Petrocalm Filling Station, Lekki Right, Lekki Phase 1, Lekki, Lagos",₦
674,"  By Prime Water Gardens, Lekki Phase 1, Lekki, Lagos",₦
675,"  Nicon Town, Lekki, Lagos",₦
676,"  Osapa, Lekki, Lagos","3,000,000"
677,"  Royal Garden Estate, VGC, Lekki, Lagos","2,500,000"
678,"  Ikota, Lekki, Lagos","7,500,000"
679,"  Admiralty, Lekki Phase 1, Lekki, Lagos","2,500,000"
680,"  Ikota, Lekki, Lagos","2,500,000"
681,"  Ikota, Lekki, Lagos","800,000"
682,"  Ikota, Lekki, Lagos","15,000,000"
683,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","2,500,000"
684,"  Thera Annex Estate, Sangotedo, Ajah, Lagos","1,500,000"
685,"  3rd Avenue Gwarinpa Estate, Gwarinpa, Abuja","3,500,000"
686,"  Eleganza Orchid Road Southern Estate, Lafiaji, Lekki, Lagos","3,000,000"
687,"  Maitama District, Abuja","2,500,000"
688,"  Lekki Phase 1, Lekki, Lagos","750,000"
689,"  Estate, Chevron, Idado, Lekki, Lagos","4,000,000"
690,"  Opposite Dunamis International Church, Lugbe District, Abuja",500
691,"  Ajayi Road, Ogba, Ikeja, Lagos","3,700,000"
692,"  Behind Ebano Supermarket, Lokogoma District, Abuja","1,600,000"
693,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","600,000"
694,"  Katampe Extension, Katampe, Abuja","2,000,000"
695,"  Victoria Island Extension, Victoria Island (VI), Lagos","1,800,000"
696,"  Katampe Extension, Katampe, Abuja","3,000,000"
697,"  Oral Estate, 2nd Tollgate, Chevron, Lekki Expressway, Lekki, Lagos",₦
698,"  Life Camp, Gwarinpa, Abuja",₦
699,"  Off Thompson Avenue, Ikoyi, Lagos",₦
700,"  Mellenium Estate, Gbagada Phase 1, Gbagada, Lagos",₦
701,"  Off Palace Road, Oniru, Victoria Island (VI), Lagos",₦
702,"  Chevy Veiw Estate, Osapa, Lekki, Lagos",₦
703,"  Close To Medina Estate Gate, Medina, Gbagada, Lagos",₦
704,"  Estate, Medina, Gbagada, Lagos",₦
705,"  Beach Road Ebute, Ebute, Ikorodu, Lagos",₦
706,"  Agungi, Lekki, Lagos",₦
707,"  Ikota Villa Estate, Ikota, Lekki, Lagos",₦
708,"  Chevron Conservation, Lekki Phase 2, Lekki, Lagos",₦
709,"  Lekki County Road, Ikota, Lekki, Lagos",₦
710,"  Chevron Drive, Bera Estates, Lekki Phase 1, Lekki, Lagos",₦
711,"  Ilasan, Lekki, Lagos",₦
712,"  Simpson Street, Off Wright Street, Ebute Metta, Adekunle, Yaba, Lagos",₦
713,"  Chevron Traffic Light, Lekki Phase 2, Lekki, Lagos",₦
714,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
715,"  Off Fola Osibo Street, Lekki Phase 1, Lekki, Lagos",₦
716,"  Akoka, Yaba, Lagos",₦
717,"  Oral Estate, Lekki, Lagos","3,000,000"
718,"  First Gate, Ikate Elegushi, Jakande, Lekki, Lagos","1,050,000"
719,"  Not Far From Lbs, Ajah, Lagos","3,000,000"
720,"  Kaura, Abuja","1,200,000"
721,"  By Lbs, Sangotedo, Ajah, Lagos","6,000,000"
722,"  Lekki Phase 1, Lekki, Lagos","1,500,000"
723,"  Ikate Elegushi, Lekki, Lagos","3,500,000"
724,"  Awoyaya, Sangotedo, Ajah, Lagos","5,500,000"
725,"  Awoyaya, Sangotedo, Ajah, Lagos","50,000,000"
726,"  Off Admirality Way, Lekki Phase 1, Lekki, Lagos","500,000"
727,"  3rd Avenue By 32 Road, Gwarinpa, Abuja","1,700,000"
728,"  Safe Court Estate, Ikate Elegushi, Lekki, Lagos","1,200,000"
729,"  Efab Queen's Estate After Charlie Boy, 6th Avenue, Gwarinpa, Abuja","7,000,000"
730,"  Bourdillon Court, Chevron Drive, Lekki, Lagos","9,000,000"
731,"  Off Kingsway Road, Old Ikoyi, Ikoyi, Lagos","4,500,000"
732,"  Off Ajose Adeogun, Victoria Island (VI), Lagos","2,800,000"
733,"  Pinnock Beach Estate, Lekki, Lagos","1,800,000"
734,"  Omoseinde Agbaje Close, Bakare Estate, Agungi, Lekki, Lagos","1,500,000"
735,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","1,800,000"
736,"  Phase 3 Extension 3, Kubwa, Abuja","1,800,000"
737,"  Lagoon View Estate Chevron Alternative Route, Lekki Phase 2, Lekki, Lagos","3,000,000"
738,"  Sangotedo, Ajah, Lagos",₦
739,"  Oniru, Victoria Island (VI), Lagos",₦
740,"  Blenco, Sangotedo, Ajah, Lagos",₦
741,"  Oniru, Victoria Island (VI), Lagos",₦
742,"  Lekki Phase 1, Lekki, Lagos",₦
743,"  District, Jabi, Abuja",₦
744,"  United Estate, Sangotedo, Ajah, Lagos",₦
745,"  Utako, Abuja",₦
746,"  Olokonla, Ajah, Lagos",₦
747,"  Lekki Phase 1, Lekki, Lagos",₦
748,"  Old Ikoyi, Ikoyi, Lagos",₦
749,"  Osapa, Lekki, Lagos",₦
750,"  Conservation Center Chevron, Lekki, Lagos",₦
751,"  Ikota, Lekki, Lagos",₦
752,"  Ikota Villa Estate, Ikota, Lekki, Lagos",₦
753,"  Oral Estate By Chevron Tollgate, Lekki, Lagos",₦
754,"  Lekki Gardens Estate Phase 2 Opposite Abraham Adesanya, Ajah, Lagos",₦
755,"  Rhine Estate, Kukwuaba, Abuja",₦
756,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
757,"  Oral Estate, Ikota, Lekki, Lagos",₦
758,"  Osapa, Lekki, Lagos","3,000,000"
759,"  Jahi, Abuja","460,000"
760,"  Jahi, Abuja","1,300,000"
761,"  Dideolu Estate, Ogba, Ikeja, Lagos","400,000"
762,"  Chevron Drive, Lekki, Lagos","4,000,000"
763,"  Chevron Drive, Lekki, Lagos","16,000"
764,"  Chevron Drive, Lekki, Lagos","4,500,000,000"
765,"  Osapa, Osapa, Lekki, Lagos","1,500"
766,"  Chevyview Estate, Lekki, Lagos","1,200,000"
767,"  Osapa, Lekki, Lagos","1,300,000"
768,"  Unity Estate, Galadimawa, Abuja","11,000,000"
769,"  Masha, Surulere, Lagos","15,000,000"
770,"  Osapa, Lekki, Lagos","2,700,000"
771,"  Canal West Estate, Osapa, Lekki, Lagos","2,300,000"
772,"  Fidiso Majek, Ajah, Lagos","600,000"
773,"  Chevyview Estate, Lekki, Lagos","600,000"
774,"  Ikota, Lekki, Lagos","1,800,000"
775,"  Banana Island, Ikoyi, Lagos","3,000,000"
776,"  Idowu Ajayi Street By Zenith Bank, Gbagada, Lagos","2,500,000"
777,"  Lekki Phase 1, Lekki, Lagos","2,500,000"
778,"  Zone 6, Wuse, Abuja","700,000"
779,"  River Valley Estate, Ojodu, Lagos",₦
780,"  Nero Bustop, Sangotedo, Ajah, Lagos",₦
781,"  Chevron, Lafiaji, Lekki, Lagos",₦
782,"  Allen, Ikeja, Lagos",₦
783,"  Off Obafemi Awolowo Way, Jabi, Abuja",₦
784,"  Oregun, Ikeja, Lagos",₦
785,"  Oyebode Street, Omole Phase 2, Ikeja, Lagos",₦
786,"  Rivervalley Estate, Ojodu, Lagos",₦
787,"  Old Ikoyi, Ikoyi, Lagos",₦
788,"  Old Ikoyi, Ikoyi, Lagos",₦
789,"  Guzape, Guzape District, Abuja",₦
790,"  Guzape, Guzape District, Abuja",₦
791,"  Ojodu Abiodun, Ojodu, Lagos",₦
792,"  Ojodu-abiodun, Ojodu, Lagos",₦
793,"  Oral Estate, Lekki Expressway, Lekki, Lagos",₦
794,"  Igbokusu By Nicon Town, Jakande, Lekki, Lagos",₦
795,"  Osapa, Lekki, Lagos",₦
796,"  Monastery Road By Shoprite., Sangotedo, Ajah, Lagos",₦
797,"  Silverland, Thera Annex Estate, Olokonla, Ajah, Lagos",₦
798,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos",₦
799,"  Agungi, Lekki, Lagos","3,000,000"
800,"  Adisa Basua, Adelabu, Surulere, Lagos","2,950,000"
801,"  Ifako, Gbagada, Lagos","13,000,000"
802,"  Off Agunlejika Street Ijesha, Ijesha, Surulere, Lagos","3,450,000"
803,"  Oregun, Ikeja, Lagos","2,500,000"
804,"  Royal Avenue Estate Off Peter Odili Road, Amadi-Ama, Port Harcourt, Rivers","4,000,000"
805,"  Admiralty Way, Lekki Phase 1, Lekki, Lagos","3,000,000"
806,"  Lekki Pearl Estate, Sangotedo, Ajah, Lagos","9,000,000"
807,"  Ikota Villa Estate, Ikota, Lekki, Lagos","13,000,000"
808,"  Gated Estate, Ologolo, Ologolo, Lekki, Lagos","900,000"
809,"  Villa Estate, Ikota, Lekki, Lagos","6,000,000"
810,"  Olokonla, Ajah, Lagos","3,000,000"
811,"  Ikate Elegushi, Lekki, Lagos","2,500,000"
812,"  Orchid Hotel Road By Chevron Toplgate, Lekki Phase 2, Lekki, Lagos","250,000"
813,"  Beside Bon Hotel, Katampe (Main), Katampe, Abuja","40,000,000"
814,"  Iyanaschool, Iyanaisashi, Iba, Ojo, Lagos","150,000,000"
815,"  By Republic (bricks), Independence Layout, Enugu, Enugu","700,000"
816,"  Pinnacle Apartments, River Potoka Close, Off Medeira Street, Maitama District, Abuja","15,000,000"
817,"  Plot 603, Close To Aduvie School., Jahi, Abuja","47,000"
818,"  Off Gurara Crescent, Maitama District, Abuja","5,500,000"
819,"  Off Admiralty Way, Lekki Phase 1, Lekki, Lagos","18,000,000"
820,"  Off Aminu Kanu Crescent, Wuse 2, Abuja",₦
